,0
0,1.6094379124341003
1,1.3862943611198906
2,0.0
3,0.6931471805599453
4,2.0794415416798357
5,1.6094379124341003
6,1.0986122886681098
7,1.3862943611198906
8,0.0
9,0.6931471805599453
10,2.0794415416798357
11,0.6931471805599453
12,1.3862943611198906
13,1.3862943611198906
14,1.0986122886681098
15,0.6931471805599453
16,1.6094379124341003
17,1.0986122886681098
18,2.0794415416798357
19,3.091042453358316
20,0.0
21,1.3862943611198906
22,0.6931471805599453
23,1.0986122886681098
24,0.0
25,1.0986122886681098
26,0.6931471805599453
27,1.0986122886681098
28,0.0
29,0.6931471805599453
30,0.0
31,0.0
32,1.0986122886681098
33,1.0986122886681098
34,0.6931471805599453
35,0.6931471805599453
36,1.0986122886681098
37,1.0986122886681098
38,0.0
39,0.6931471805599453
40,1.0986122886681098
41,0.0
42,2.302585092994046
43,0.0
44,0.6931471805599453
45,2.70805020110221
46,1.0986122886681098
47,2.3978952727983707
48,1.6094379124341003
49,1.6094379124341003
50,1.0986122886681098
51,0.0
52,0.0
53,0.0
54,0.0
55,0.6931471805599453
56,0.0
57,0.0
58,1.9459101490553132
59,1.3862943611198906
60,1.791759469228055
61,1.0986122886681098
62,0.0
63,1.0986122886681098
64,0.6931471805599453
65,0.0
66,1.3862943611198906
67,0.6931471805599453
68,1.791759469228055
69,0.6931471805599453
70,1.6094379124341003
71,0.0
72,1.6094379124341003
73,2.0794415416798357
74,1.0986122886681098
75,0.0
76,1.0986122886681098
77,1.3862943611198906
78,1.0986122886681098
79,0.6931471805599453
80,0.6931471805599453
81,0.0
82,0.0
83,1.3862943611198906
84,0.6931471805599453
85,0.6931471805599453
86,0.0
87,0.6931471805599453
88,0.0
89,1.0986122886681098
90,0.6931471805599453
91,1.0986122886681098
92,1.0986122886681098
93,1.0986122886681098
94,1.6094379124341003
95,0.6931471805599453
96,1.9459101490553132
97,1.3862943611198906
98,1.791759469228055
99,1.791759469228055
100,1.6094379124341003
101,2.0794415416798357
102,0.6931471805599453
103,1.6094379124341003
104,0.0
105,1.0986122886681098
106,1.0986122886681098
107,1.0986122886681098
108,1.0986122886681098
109,1.9459101490553132
110,0.0
111,2.1972245773362196
112,2.995732273553991
113,1.6094379124341003
114,1.9459101490553132
115,3.1780538303479458
116,0.6931471805599453
117,2.0794415416798357
118,2.0794415416798357
119,2.0794415416798357
120,1.791759469228055
121,1.3862943611198906
122,2.0794415416798357
123,2.5649493574615367
124,1.6094379124341003
125,2.3978952727983707
126,2.5649493574615367
127,1.9459101490553132
128,0.6931471805599453
129,1.9459101490553132
130,1.3862943611198906
131,1.3862943611198906
132,1.791759469228055
133,1.9459101490553132
134,0.6931471805599453
135,0.0
136,0.6931471805599453
137,2.6390573296152584
138,1.6094379124341003
139,1.6094379124341003
140,2.8903717578961645
141,1.0986122886681098
142,1.6094379124341003
143,1.791759469228055
144,1.3862943611198906
145,2.0794415416798357
146,1.6094379124341003
147,2.0794415416798357
148,1.3862943611198906
149,1.3862943611198906
150,2.9444389791664403
151,1.791759469228055
152,2.1972245773362196
153,2.6390573296152584
154,2.995732273553991
155,2.302585092994046
156,2.833213344056216
157,2.3978952727983707
158,1.9459101490553132
159,1.791759469228055
160,1.3862943611198906
161,2.4849066497880004
162,2.833213344056216
163,2.9444389791664403
164,2.0794415416798357
165,3.091042453358316
166,3.295836866004329
167,2.995732273553991
168,2.8903717578961645
169,4.02535169073515
170,0.0
171,2.3978952727983707
172,3.1354942159291497
173,2.772588722239781
174,2.995732273553991
175,2.3978952727983707
176,2.4849066497880004
177,3.6375861597263857
178,2.772588722239781
179,3.258096538021482
180,3.6375861597263857
181,3.367295829986474
182,1.3862943611198906
183,2.772588722239781
184,0.6931471805599453
185,2.5649493574615367
186,2.302585092994046
187,2.9444389791664403
188,1.0986122886681098
189,0.6931471805599453
190,0.0
191,4.007333185232471
192,2.70805020110221
193,2.3978952727983707
194,3.784189633918261
195,1.6094379124341003
196,2.995732273553991
197,2.5649493574615367
198,2.4849066497880004
199,2.3978952727983707
200,2.4849066497880004
201,2.8903717578961645
202,2.0794415416798357
203,1.0986122886681098
204,3.5263605246161616
205,3.091042453358316
206,3.7612001156935624
207,3.1354942159291497
208,4.127134385045092
209,3.784189633918261
210,3.4011973816621555
211,3.091042453358316
212,3.1354942159291497
213,3.258096538021482
214,2.4849066497880004
215,3.5553480614894135
216,4.060443010546419
217,4.174387269895637
218,3.258096538021482
219,4.882801922586371
220,4.804021044733257
221,4.30406509320417
222,3.970291913552122
223,5.236441962829949
224,1.6094379124341003
225,3.8918202981106265
226,4.553876891600541
227,4.30406509320417
228,4.59511985013459
229,3.2188758248682006
230,4.0943445622221
231,4.68213122712422
232,4.532599493153256
233,5.030437921392435
234,5.225746673713202
235,4.48863636973214
236,3.9512437185814275
237,3.6888794541139363
238,3.6375861597263857
239,4.007333185232471
240,4.276666119016055
241,4.430816798843313
242,2.995732273553991
243,2.0794415416798357
244,1.9459101490553132
245,5.176149732573829
246,4.624972813284271
247,3.4339872044851463
248,5.2574953720277815
249,2.9444389791664403
250,4.584967478670572
251,3.8918202981106265
252,3.9512437185814275
253,4.430816798843313
254,3.8501476017100584
255,4.343805421853684
256,3.091042453358316
257,4.143134726391533
258,4.997212273764115
259,4.51085950651685
260,5.272999558563747
261,4.48863636973214
262,5.288267030694535
263,5.298317366548036
264,4.553876891600541
265,4.653960350157523
266,4.330733340286331
267,4.736198448394496
268,3.5263605246161616
269,5.081404364984462
270,5.153291594497778
271,5.241747015059643
272,4.77912349311153
273,6.309918278226516
274,6.20050917404269
275,5.37989735354046
276,5.313205979041788
277,6.493753839851686
278,2.772588722239781
279,4.564348191467836
280,5.8664680569332965
281,5.58724865840025
282,6.15060276844628
283,4.48863636973214
284,5.342334251964811
285,5.7430031878094825
286,5.241747015059643
287,6.148468295917647
288,6.505784060128228
289,5.541263545158426
290,5.293304824724492
291,4.532599493153256
292,5.159055299214529
293,5.043425116919247
294,5.736572297479191
295,5.308267697401205
296,3.6109179126442243
297,3.2188758248682006
298,3.9318256327243257
299,6.1092475827643655
300,5.921578419643815
301,4.48863636973214
302,6.1092475827643655
303,3.970291913552122
304,5.537334267018537
305,5.288267030694535
306,4.983606621708336
307,5.713732805509369
308,4.859812404361672
309,5.746203190540153
310,3.912023005428146
311,5.4638318050256105
312,6.3784261836515865
313,5.758901773877281
314,6.324358962381311
315,5.746203190540153
316,6.628041376179533
317,6.2878585601617845
318,5.849324779946859
319,6.045005314036012
320,5.420534999272286
321,6.175867270105761
322,5.075173815233827
323,6.338594078203183
324,4.897839799950911
325,5.111987788356544
326,4.795790545596741
327,6.159095388491933
328,6.107022887742254
329,5.361292165709425
330,5.5053315359323625
331,6.5638555265321274
332,1.791759469228055
333,5.043425116919247
334,6.075346031088684
335,5.393627546352362
336,6.39024066706535
337,4.969813299576001
338,5.631211781821365
339,5.746203190540153
340,5.093750200806762
341,5.976350909297934
342,6.714170529909472
343,5.564520407322694
344,4.90527477843843
345,4.189654742026425
346,5.105945473900581
347,5.049856007249537
348,5.676753802268282
349,5.41610040220442
350,3.5263605246161616
351,3.6375861597263857
352,3.8501476017100584
353,6.040254711277414
354,5.872117789475415
355,4.060443010546419
356,5.8916442118257715
357,3.6888794541139363
358,5.099866427824199
359,5.556828061699537
360,5.087596335232384
361,5.777652323222656
362,4.990432586778736
363,5.877735781779639
364,3.9889840465642745
365,5.476463551931511
366,6.51471269087253
367,5.752572638825633
368,6.3818160174060985
369,6.154858094016418
370,6.668228248417403
371,6.582025138892827
372,5.8916442118257715
373,6.298949246855942
374,5.71042701737487
375,6.364750756851912
376,5.384495062789089
377,6.244166900663736
378,4.23410650459726
379,4.465908118654584
380,3.784189633918261
381,5.049856007249537
382,5.19295685089021
383,4.442651256490317
384,4.394449154672439
385,5.602118820879701
386,1.9459101490553132
387,4.07753744390572
388,4.983606621708336
389,4.189654742026425
390,5.402677381872279
391,4.477336814478207
392,4.465908118654584
393,4.962844630259907
394,4.1588830833596715
395,4.77912349311153
396,5.666426688112432
397,4.875197323201151
398,4.060443010546419
399,3.6635616461296463
400,3.912023005428146
401,4.382026634673881
402,4.672828834461906
403,4.574710978503383
404,3.091042453358316
405,3.044522437723423
406,2.833213344056216
407,5.187385805840755
408,4.852030263919617
409,3.4657359027997265
410,4.663439094112067
411,3.332204510175204
412,4.1588830833596715
413,4.343805421853684
414,4.127134385045092
415,4.532599493153256
416,3.9512437185814275
417,5.0689042022202315
418,3.4011973816621555
419,4.543294782270004
420,5.472270673671475
421,4.912654885736052
422,5.777652323222656
423,5.488937726156687
424,5.823045895483019
425,5.774551545544408
426,4.969813299576001
427,5.135798437050262
428,4.663439094112067
429,5.262690188904886
430,4.219507705176107
431,5.111987788356544
432,4.007333185232471
433,3.970291913552122
434,3.7612001156935624
435,4.3694478524670215
436,4.672828834461906
437,4.442651256490317
438,4.418840607796598
439,4.955827057601261
440,1.6094379124341003
441,3.828641396489095
442,4.634728988229636
443,4.204692619390966
444,4.804021044733257
445,4.564348191467836
446,4.04305126783455
447,4.356708826689592
448,3.9318256327243257
449,4.1588830833596715
450,5.2574953720277815
451,4.553876891600541
452,3.784189633918261
453,3.7612001156935624
454,3.9512437185814275
455,4.219507705176107
456,4.0943445622221
457,3.784189633918261
458,2.70805020110221
459,2.70805020110221
460,2.4849066497880004
461,4.844187086458591
462,4.406719247264253
463,3.5263605246161616
464,3.6375861597263857
465,2.70805020110221
466,3.6375861597263857
467,3.6635616461296463
468,3.713572066704308
469,3.7376696182833684
470,3.6109179126442243
471,4.454347296253507
472,3.5263605246161616
473,3.6635616461296463
474,4.969813299576001
475,4.532599493153256
476,5.1647859739235145
477,5.5053315359323625
478,5.318119993844216
479,5.501258210544727
480,4.356708826689592
481,4.634728988229636
482,4.07753744390572
483,4.770684624465665
484,3.5553480614894135
485,4.663439094112067
486,4.04305126783455
487,4.204692619390966
488,3.9889840465642745
489,4.477336814478207
490,4.997212273764115
491,4.990432586778736
492,4.584967478670572
493,5.187385805840755
494,1.791759469228055
495,4.1588830833596715
496,4.787491742782046
497,4.31748811353631
498,5.075173815233827
499,5.003946305945459
500,4.276666119016055
501,4.51085950651685
502,4.0943445622221
503,4.31748811353631
504,5.541263545158426
505,4.836281906951478
506,4.02535169073515
507,3.9318256327243257
508,3.4965075614664802
509,4.276666119016055
510,4.07753744390572
511,3.9512437185814275
512,2.833213344056216
513,2.1972245773362196
514,2.995732273553991
515,4.663439094112067
516,4.6913478822291435
517,3.6888794541139363
518,3.8066624897703196
519,2.4849066497880004
520,4.060443010546419
521,3.9318256327243257
522,4.007333185232471
523,3.970291913552122
524,4.189654742026425
525,4.852030263919617
526,3.8066624897703196
527,3.8501476017100584
528,5.231108616854587
529,4.709530201312334
530,5.521460917862246
531,5.755742213586912
532,5.616771097666572
533,5.85793315448346
534,4.6443908991413725
535,4.912654885736052
536,3.8918202981106265
537,5.075173815233827
538,3.5263605246161616
539,4.634728988229636
540,4.406719247264253
541,4.04305126783455
542,4.007333185232471
543,4.6913478822291435
544,5.0106352940962555
545,4.9487598903781675
546,4.605170185988092
547,5.272999558563747
548,1.6094379124341003
549,4.1588830833596715
550,4.6913478822291435
551,4.110873864173311
552,4.934473933130692
553,4.663439094112067
554,4.2626798770413155
555,4.7535901911063645
556,4.465908118654584
557,4.543294782270004
558,5.44673737166631
559,4.955827057601261
560,3.7376696182833684
561,4.060443010546419
562,3.7612001156935624
563,4.31748811353631
564,4.3694478524670215
565,4.143134726391533
566,2.772588722239781
567,2.4849066497880004
568,2.0794415416798357
569,4.77912349311153
570,4.762173934797756
571,3.58351893845611
572,3.970291913552122
573,3.1780538303479458
574,4.110873864173311
575,4.2626798770413155
576,4.110873864173311
577,4.276666119016055
578,4.060443010546419
579,4.605170185988092
580,3.7612001156935624
581,4.0943445622221
582,5.181783550292085
583,4.634728988229636
584,5.323009979138408
585,5.693732138802699
586,5.5909869805108565
587,5.918893854273146
588,4.787491742782046
589,4.795790545596741
590,4.04305126783455
591,4.962844630259907
592,3.8066624897703196
593,4.663439094112067
594,4.1588830833596715
595,4.143134726391533
596,4.290459441148391
597,4.48863636973214
598,5.0238805208462765
599,4.9487598903781675
600,4.795790545596741
601,5.153291594497778
602,1.0986122886681098
603,4.290459441148391
604,4.727387818712341
605,4.276666119016055
606,4.990432586778736
607,4.912654885736052
608,4.30406509320417
609,4.61512051684126
610,4.07753744390572
611,4.248495242049359
612,5.337538079701318
613,4.882801922586371
614,4.204692619390966
615,3.295836866004329
616,3.295836866004329
617,4.219507705176107
618,4.07753744390572
619,3.9512437185814275
620,3.5553480614894135
621,1.791759469228055
622,1.9459101490553132
623,4.7535901911063645
624,4.718498871295094
625,3.8501476017100584
626,3.784189633918261
627,3.044522437723423
628,3.6635616461296463
629,4.060443010546419
630,4.02535169073515
631,3.9889840465642745
632,3.713572066704308
633,4.844187086458591
634,3.6109179126442243
635,4.02535169073515
636,5.267858159063328
637,4.867534450455582
638,5.351858133476067
639,5.793013608384144
640,5.53338948872752
641,5.963579343618447
642,4.605170185988092
643,5.1298987149230735
644,4.127134385045092
645,5.135798437050262
646,3.8066624897703196
647,4.499809670330265
648,4.204692619390966
649,4.02535169073515
650,4.394449154672439
651,4.454347296253507
652,4.882801922586371
653,4.867534450455582
654,4.812184355372417
655,5.2574953720277815
656,2.1972245773362196
657,4.30406509320417
658,4.584967478670572
659,4.276666119016055
660,4.997212273764115
661,4.852030263919617
662,4.59511985013459
663,4.553876891600541
664,4.51085950651685
665,3.871201010907891
666,5.442417710521794
667,4.955827057601261
668,3.9318256327243257
669,4.007333185232471
670,3.7376696182833684
671,4.290459441148391
672,4.406719247264253
673,4.07753744390572
674,3.091042453358316
675,1.9459101490553132
676,2.0794415416798357
677,4.564348191467836
678,4.990432586778736
679,4.290459441148391
680,3.8066624897703196
681,3.332204510175204
682,4.110873864173311
683,3.9318256327243257
684,4.007333185232471
685,3.713572066704308
686,3.970291913552122
687,4.68213122712422
688,3.713572066704308
689,3.871201010907891
690,5.214935757608986
691,4.927253685157205
692,5.220355825078325
693,5.958424693029782
694,5.5909869805108565
695,5.955837369464831
696,4.795790545596741
697,5.0106352940962555
698,4.04305126783455
699,5.1298987149230735
700,4.0943445622221
701,4.343805421853684
702,4.143134726391533
703,4.248495242049359
704,4.48863636973214
705,4.564348191467836
706,5.0238805208462765
707,5.123963979403259
708,5.135798437050262
709,5.342334251964811
710,1.6094379124341003
711,4.31748811353631
712,5.135798437050262
713,4.564348191467836
714,4.912654885736052
715,5.19295685089021
716,4.820281565605037
717,4.74493212836325
718,4.820281565605037
719,4.174387269895637
720,5.361292165709425
721,5.204006687076795
722,4.0943445622221
723,4.30406509320417
724,3.4339872044851463
725,4.867534450455582
726,4.477336814478207
727,4.143134726391533
728,3.7376696182833684
729,2.1972245773362196
730,1.0986122886681098
731,5.147494476813453
732,5.4116460518550396
733,4.890349128221754
734,3.784189633918261
735,3.9512437185814275
736,3.6888794541139363
737,4.174387269895637
738,4.276666119016055
739,4.219507705176107
740,4.543294782270004
741,5.117993812416755
742,3.713572066704308
743,3.4339872044851463
744,5.3471075307174685
745,5.117993812416755
746,5.062595033026967
747,6.042632833682381
748,5.659482215759621
749,6.2166061010848646
750,4.867534450455582
751,5.204006687076795
752,4.454347296253507
753,5.0369526024136295
754,4.442651256490317
755,4.543294782270004
756,4.859812404361672
757,4.584967478670572
758,5.0689042022202315
759,4.727387818712341
760,5.337538079701318
761,5.598421958998375
762,5.602118820879701
763,5.676753802268282
764,1.6094379124341003
765,4.962844630259907
766,5.351858133476067
767,5.099866427824199
768,5.075173815233827
769,5.497168225293202
770,5.384495062789089
771,5.278114659230517
772,5.488937726156687
773,4.912654885736052
774,5.58724865840025
775,5.442417710521794
776,4.23410650459726
777,4.795790545596741
778,3.5553480614894135
779,5.298317366548036
780,4.700480365792417
781,4.51085950651685
782,4.219507705176107
783,2.5649493574615367
784,2.4849066497880004
785,5.726847747587198
786,5.746203190540153
787,5.771441123130016
788,3.8918202981106265
789,4.51085950651685
790,4.127134385045092
791,4.553876891600541
792,4.770684624465665
793,4.68213122712422
794,5.278114659230517
795,5.455321115357702
796,4.060443010546419
797,4.189654742026425
798,5.68697535633982
799,5.579729825986222
800,5.111987788356544
801,6.4754327167040895
802,6.091309882077698
803,6.56244409369372
804,5.556828061699537
805,5.648974238161206
806,4.875197323201151
807,5.683579767338681
808,4.9487598903781675
809,5.1647859739235145
